idu,commune,ratio_pct,etage,annee_construction,annee_etiquette,passoire,divisible,decision,motif,tier_servi,rang
97401000AT0645,Les Avirons,13.668216252122123,1,,Absent,f,f,servie,bâtie 14 % — servie (bâti marginal),chaude,2799
97422000DH0982,Le Tampon,15.161298064726516,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2827
97422000CX1242,Le Tampon,15.624990882220148,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2833
97410000BW0849,Saint-Benoît,46.790427142229774,3,,Absent,f,f,saturee,"bâtie saturée — ratio 47 % (emprise 294 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,2844
97415000AY1400,Saint-Paul,35.11356732969261,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2870
97416000ID0738,Saint-Pierre,22.26520545537939,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2872
97422000AP0415,Le Tampon,21.390132799793633,2,,Absent,f,t,divisible,bâtie 21 % mais DIVISIBLE : partie libre 761 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,2873
97420000BH2086,Sainte-Suzanne,13.193573160641385,1,,Absent,f,t,servie,bâtie 13 % — servie (bâti marginal),chaude,2875
97404000AL1675,L'Étang-Salé,36.6007306617309,3,,Absent,f,,saturee,SDP saturée par le bâti existant (pct_potentiel ≥ 100) — même chemin A4,chaude,2877
97408000AN0618,La Possession,26.447207189312536,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2885
97422000CX0107,Le Tampon,11.762043372392908,1,,Absent,f,t,servie,bâtie 12 % — servie (bâti marginal),chaude,2894
97416000EV0940,Saint-Pierre,31.96236030961537,3,,Absent,f,f,saturee,SDP saturée par le bâti existant (pct_potentiel ≥ 100) — même chemin A4,chaude,2906
97415000CT2281,Saint-Paul,16.92568250995583,2,,Absent,f,t,divisible,bâtie 17 % mais DIVISIBLE : partie libre 1853 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,2916
97415000AW0529,Saint-Paul,22.022757331775654,2,,Absent,f,t,divisible,bâtie 22 % mais DIVISIBLE : partie libre 960 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,2923
97419000AR0524,Sainte-Rose,15.328275158580443,2,,Absent,f,t,divisible,bâtie 15 % mais DIVISIBLE : partie libre 1575 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,2939
97408000AC1375,La Possession,14.80247535651837,1,,Absent,f,t,servie,bâtie 15 % — servie (bâti marginal),chaude,2940
97415000ER1536,Saint-Paul,32.316117483302115,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2946
97403000AP1301,Entre-Deux,39.54278540166902,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2947
97422000CX1251,Le Tampon,22.95033564634321,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2967
97411000CR0324,Saint-Denis,47.15838809750529,3,,Absent,f,f,saturee,"bâtie saturée — ratio 47 % (emprise 267 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,2984
97410000BX0720,Saint-Benoît,18.952033014222117,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2985
97408000AO1772,La Possession,25.30917883608387,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2987
97416000EV1496,Saint-Pierre,3.630568068520725,1,,Absent,f,t,servie,bâtie 4 % — servie (bâti marginal),chaude,2988
97409000AL1467,Saint-André,15.12415363830007,2,,Absent,f,,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3004
97405000AK1242,Petite-Île,11.531638180642263,1,,Absent,f,t,servie,bâtie 12 % — servie (bâti marginal),chaude,3005
97411000EH0070,Saint-Denis,26.54383095840384,3,,Absent,f,t,saturee,SDP saturée par le bâti existant (pct_potentiel ≥ 100) — même chemin A4,chaude,3014
97411000BZ1705,Saint-Denis,26.95630956271607,3,,Absent,f,f,saturee,SDP saturée par le bâti existant (pct_potentiel ≥ 100) — même chemin A4,chaude,3020
97404000AI1991,L'Étang-Salé,22.973747162469095,2,,Absent,f,,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3036
97413000DE2193,Saint-Leu,11.949099205543437,1,,Absent,f,f,servie,bâtie 12 % — servie (bâti marginal),chaude,3041
97415000EV0701,Saint-Paul,32.264363707041554,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3048
97413000CU1056,Saint-Leu,35.41800306015321,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3054
97404000AZ0108,L'Étang-Salé,37.068031928043524,2,,Absent,f,,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3055
97416000HX1473,Saint-Pierre,24.19901044142123,3,,Absent,f,f,saturee,SDP saturée par le bâti existant (pct_potentiel ≥ 100) — même chemin A4,chaude,3062
97408000AH0326,La Possession,22.44785624609753,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3069
97411000AS0126,Saint-Denis,59.88747877758208,3,,Absent,f,f,saturee,"bâtie saturée — ratio 60 % (emprise 219 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,3070
97415000BW2113,Saint-Paul,23.25831354850819,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3072
97411000IZ0414,Saint-Denis,5.300725288073964,1,,Absent,f,t,servie,bâtie 5 % — servie (bâti marginal),chaude,3075
97403000AO0788,Entre-Deux,13.738465564009852,1,,Absent,f,t,servie,bâtie 14 % — servie (bâti marginal),chaude,3084
97415000BW0448,Saint-Paul,17.9927554438264,2,,Absent,f,t,divisible,bâtie 18 % mais DIVISIBLE : partie libre 862 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,3088
97416000HX1007,Saint-Pierre,48.75983612786386,3,,Absent,f,f,saturee,"bâtie saturée — ratio 49 % (emprise 367 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,3089
97415000EV0715,Saint-Paul,31.23527470614567,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3092
97416000IM0026,Saint-Pierre,17.137383479178602,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3095
97408000AC2448,La Possession,33.55409014280148,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3096
97408000AC2732,La Possession,28.21187147112328,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3109
97418000AT2325,Sainte-Marie,49.89853500245288,3,,Absent,f,f,saturee,"bâtie saturée — ratio 50 % (emprise 150 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,3132
97409000AI1606,Saint-André,41.513102742993745,3,,Absent,f,,saturee,"bâtie saturée — ratio 42 % (emprise 150 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,3136
97413000AV1210,Saint-Leu,38.72030933329363,2,,Absent,f,t,divisible,bâtie 39 % mais DIVISIBLE : partie libre 674 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,3151
97422000AP0878,Le Tampon,22.674855763481343,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3157
97411000DZ0196,Saint-Denis,34.343481380007105,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3172
97415000CX0654,Saint-Paul,29.861775765159962,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3184
97422000EI0344,Le Tampon,34.12516775975708,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3192
97422000AK0587,Le Tampon,13.885552363568582,1,,Absent,f,t,servie,bâtie 14 % — servie (bâti marginal),chaude,3199
97411000EL0428,Saint-Denis,46.72340130088087,3,,Absent,f,f,saturee,SDP saturée par le bâti existant (pct_potentiel ≥ 100) — même chemin A4,chaude,3201
97402000AK1630,Bras-Panon,25.1029793166295,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3214
97415000CZ0242,Saint-Paul,28.20501085537768,3,,Absent,f,t,saturee,SDP saturée par le bâti existant (pct_potentiel ≥ 100) — même chemin A4,chaude,3220
97422000AP1183,Le Tampon,11.895678911797766,1,,Absent,f,t,servie,bâtie 12 % — servie (bâti marginal),chaude,3226
97415000BW2058,Saint-Paul,19.020961506167446,2,,Absent,f,t,divisible,bâtie 19 % mais DIVISIBLE : partie libre 1521 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,3229
97415000CY1271,Saint-Paul,16.841855426669966,2,,Absent,f,t,divisible,bâtie 17 % mais DIVISIBLE : partie libre 730 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,3235
97415000DN0347,Saint-Paul,7.183470481640831,1,,Absent,f,f,servie,bâtie 7 % — servie (bâti marginal),chaude,3269
97409000BE1631,Saint-André,58.29424601921855,3,,Absent,f,,saturee,"bâtie saturée — ratio 58 % (emprise 265 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,3278
97408000AS0442,La Possession,51.55689157014763,3,,Absent,f,f,saturee,"bâtie saturée — ratio 52 % (emprise 246 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,3282
97408000AH0334,La Possession,46.26671767483505,3,,Absent,f,f,saturee,"bâtie saturée — ratio 46 % (emprise 225 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,3288
97415000EV0714,Saint-Paul,28.498790637703806,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3291
97412000AZ0943,Saint-Joseph,50.90042523520392,3,,Absent,f,f,saturee,"bâtie saturée — ratio 51 % (emprise 209 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,3292
97409000BI0276,Saint-André,46.08451521406657,3,,Absent,f,,saturee,"bâtie saturée — ratio 46 % (emprise 291 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,3293
97406000AC0630,La Plaine-des-Palmistes,22.57746589359495,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3295
97408000AC0857,La Possession,32.180887427550275,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3305
97416000IE0142,Saint-Pierre,21.05465924744617,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3318
97412000AM1794,Saint-Joseph,23.991928109571642,2,,Absent,f,t,divisible,bâtie 24 % mais DIVISIBLE : partie libre 618 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,3327
97409000AR2763,Saint-André,17.534277504693517,2,,Absent,f,,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3344
97408000AO1685,La Possession,62.663613790606945,3,,Absent,f,f,saturee,"bâtie saturée — ratio 63 % (emprise 255 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,3370
97411000EO0148,Saint-Denis,25.904309979806786,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3386
97415000CR0393,Saint-Paul,20.87497092796281,2,,Absent,f,t,divisible,bâtie 21 % mais DIVISIBLE : partie libre 633 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,3404
97412000AZ0945,Saint-Joseph,32.2495744109891,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3405
97415000BO0595,Saint-Paul,23.055586827723292,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3407
97422000CX1273,Le Tampon,18.51696836514422,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3413
97415000BN0542,Saint-Paul,27.748049880257255,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3422
97418000AS1103,Sainte-Marie,28.36825714534859,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3426
97415000DE0603,Saint-Paul,40.544862510028935,3,,Absent,f,f,saturee,"bâtie saturée — ratio 41 % (emprise 222 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,3434
97422000DK0376,Le Tampon,28.461832079600146,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3443
97415000CP0010,Saint-Paul,21.580051778975726,2,,Absent,f,t,divisible,bâtie 22 % mais DIVISIBLE : partie libre 889 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,3446
97413000CS0908,Saint-Leu,59.070382544908874,3,,Absent,f,f,saturee,"bâtie saturée — ratio 59 % (emprise 572 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,3449
97416000HZ0451,Saint-Pierre,27.39835881102948,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3454
97412000CX0456,Saint-Joseph,27.08248720056294,2,,Absent,f,t,divisible,bâtie 27 % mais DIVISIBLE : partie libre 722 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,3463
97402000AK2196,Bras-Panon,4.4879442942217675,1,,Absent,f,f,servie,bâtie 4 % — servie (bâti marginal),chaude,3474
97408000BI0254,La Possession,36.2883329446436,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3500
97415000EW1476,Saint-Paul,27.807233118036624,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3559
97411000EZ0077,Saint-Denis,30.794468119977754,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3562
97411000CM0180,Saint-Denis,16.958294630664184,3,,Absent,f,t,saturee,SDP saturée par le bâti existant (pct_potentiel ≥ 100) — même chemin A4,chaude,3568
97406000AL0022,La Plaine-des-Palmistes,3.612610628530357,1,,Absent,f,f,servie,bâtie 4 % — servie (bâti marginal),chaude,3570
97407000AL0696,Le Port,5.556107077103577,1,,Absent,f,f,servie,bâtie 6 % — servie (bâti marginal),chaude,3572
97412000CP0330,Saint-Joseph,27.273483727956968,3,,Absent,f,t,saturee,SDP saturée par le bâti existant (pct_potentiel ≥ 100) — même chemin A4,chaude,3575
97424000AI2414,Cilaos,10.457578698264058,1,,Absent,f,t,servie,bâtie 10 % — servie (bâti marginal),chaude,3579
97416000HW0652,Saint-Pierre,36.72475215849576,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3592
97409000BE1911,Saint-André,1.1822602988292203,1,,Absent,f,,servie,bâtie 1 % — servie (bâti marginal),chaude,3594
97416000EX1643,Saint-Pierre,29.135431393154107,3,,Absent,f,t,saturee,SDP saturée par le bâti existant (pct_potentiel ≥ 100) — même chemin A4,chaude,3600
97406000AE0783,La Plaine-des-Palmistes,28.75710579790089,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3603
97404000AV0254,L'Étang-Salé,33.56305211699192,2,,Absent,f,,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3607
97415000HP0135,Saint-Paul,38.32257384607149,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3611
97409000AS1747,Saint-André,16.940919500774566,2,,Absent,f,,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3616
97415000BV1002,Saint-Paul,34.47666961409676,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3617
97415000DE1111,Saint-Paul,27.929651670324436,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3619
97424000AI0882,Cilaos,3.4489711003322947,1,,Absent,f,t,servie,bâtie 3 % — servie (bâti marginal),chaude,3630
97415000AY0352,Saint-Paul,33.661457608646494,2,,Absent,f,t,divisible,bâtie 34 % mais DIVISIBLE : partie libre 635 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,3636
97402000AI0998,Bras-Panon,8.589588213606056,1,,Absent,f,f,servie,bâtie 9 % — servie (bâti marginal),chaude,3651
97415000EY1875,Saint-Paul,47.696186475205685,3,,Absent,f,f,saturee,"bâtie saturée — ratio 48 % (emprise 84 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,3660
97418000AR1086,Sainte-Marie,39.09344390891646,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3669
97418000AR1050,Sainte-Marie,38.460029168142874,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3673
97415000BY0709,Saint-Paul,8.655221771928048,1,,Absent,f,f,servie,bâtie 9 % — servie (bâti marginal),chaude,3684
97418000AC1479,Sainte-Marie,18.166502769216294,2,,Absent,f,t,divisible,bâtie 18 % mais DIVISIBLE : partie libre 906 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,3685
97415000DM0314,Saint-Paul,13.988763027477587,1,,Absent,f,t,servie,bâtie 14 % — servie (bâti marginal),chaude,3693
97408000AC2055,La Possession,39.73286209723753,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3714
97412000CE2345,Saint-Joseph,29.472727691678124,3,,Absent,f,t,saturee,SDP saturée par le bâti existant (pct_potentiel ≥ 100) — même chemin A4,chaude,3720
97417000AT1381,Saint-Philippe,22.384438493547776,2,,Absent,f,,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3723
97416000CX1241,Saint-Pierre,13.340258643276528,1,,Absent,f,f,servie,bâtie 13 % — servie (bâti marginal),brulante,3729
97415000CT2705,Saint-Paul,38.130890249789815,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3730
97411000DW0009,Saint-Denis,25.359782828091294,2,,Absent,f,t,divisible,bâtie 25 % mais DIVISIBLE : partie libre 1859 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,3740
97415000DK1065,Saint-Paul,51.60873518567905,3,,Absent,f,f,saturee,"bâtie saturée — ratio 52 % (emprise 134 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,3754
97405000AV0483,Petite-Île,24.85042090902761,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3775
97409000AW0536,Saint-André,28.328840285467482,2,,Absent,f,,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3791
97415000ET1304,Saint-Paul,13.32228912369902,1,,Absent,f,f,servie,bâtie 13 % — servie (bâti marginal),chaude,3798
97414000DE1800,Saint-Louis,14.323499064003576,1,,Absent,f,f,servie,bâtie 14 % — servie (bâti marginal),chaude,3805
97408000AM0540,La Possession,37.936714149331706,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3819
97411000EK0247,Saint-Denis,40.1777816937251,3,,Absent,f,f,saturee,"bâtie saturée — ratio 40 % (emprise 194 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,3820
97415000DK1061,Saint-Paul,39.835579456778675,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3833
97409000BE2152,Saint-André,36.853942245102914,2,,Absent,f,,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3848
97413000CR0881,Saint-Leu,31.405814089161627,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3900
97413000DC0373,Saint-Leu,24.43306617379304,2,,Absent,f,t,divisible,bâtie 24 % mais DIVISIBLE : partie libre 945 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,3917
97408000AC2181,La Possession,32.00355151603845,3,,Absent,f,f,saturee,SDP saturée par le bâti existant (pct_potentiel ≥ 100) — même chemin A4,chaude,3924
97410000AT0585,Saint-Benoît,19.434341980099237,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3926
97411000AD0030,Saint-Denis,11.050503281823683,1,,Absent,f,f,servie,bâtie 11 % — servie (bâti marginal),brulante,3928
97408000AM0909,La Possession,24.34285948450651,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3932
97412000BK1715,Saint-Joseph,2.844766807042173,1,,Absent,f,t,servie,bâtie 3 % — servie (bâti marginal),chaude,3947
97415000CT2498,Saint-Paul,23.38414716525419,2,,Absent,f,t,divisible,bâtie 23 % mais DIVISIBLE : partie libre 1252 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,3948
97416000IB0236,Saint-Pierre,40.549937292853365,3,,Absent,f,f,saturee,"bâtie saturée — ratio 41 % (emprise 253 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,3965
97408000AO1647,La Possession,35.69850662224166,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,3972
97422000CX0813,Le Tampon,7.631238728802774,1,,Absent,f,t,servie,bâtie 8 % — servie (bâti marginal),chaude,3986
97412000CT0371,Saint-Joseph,30.075366271658414,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,4010
97411000DX0074,Saint-Denis,29.07973573785304,3,,Absent,f,f,saturee,SDP saturée par le bâti existant (pct_potentiel ≥ 100) — même chemin A4,chaude,4013
97408000AO1785,La Possession,25.562593118137162,2,,Absent,f,t,divisible,bâtie 26 % mais DIVISIBLE : partie libre 847 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,4022
97413000CA0265,Saint-Leu,11.249806893220562,1,,Absent,f,t,servie,bâtie 11 % — servie (bâti marginal),chaude,4027
97415000DK0861,Saint-Paul,39.68702553109427,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,4029
97418000AY0781,Sainte-Marie,35.39620956697491,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,4034
97411000AS0156,Saint-Denis,47.143347628979384,3,,Absent,f,f,saturee,"bâtie saturée — ratio 47 % (emprise 210 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,4038
97415000DK1132,Saint-Paul,47.18916314362686,3,,Absent,f,f,saturee,"bâtie saturée — ratio 47 % (emprise 135 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,4043
97415000CT2337,Saint-Paul,44.458233582727544,3,,Absent,f,f,saturee,"bâtie saturée — ratio 44 % (emprise 254 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,4082
97422000AY1035,Le Tampon,32.79147136652971,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,4093
97415000EY1410,Saint-Paul,36.77137178729572,2,,Absent,f,t,divisible,bâtie 37 % mais DIVISIBLE : partie libre 686 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,4114
97413000CY0764,Saint-Leu,24.45371396045526,2,,Absent,f,t,divisible,bâtie 24 % mais DIVISIBLE : partie libre 946 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,4118
97412000AZ0946,Saint-Joseph,50.665041087230826,3,,Absent,f,f,saturee,"bâtie saturée — ratio 51 % (emprise 193 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,4134
97404000AX0140,L'Étang-Salé,30.484216969147653,2,,Absent,f,,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,4141
97423000AB0347,Les Trois-Bassins,47.63962714187022,3,,Absent,f,t,saturee,"bâtie saturée — ratio 48 % (emprise 684 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,4146
97416000EX1891,Saint-Pierre,32.54258949937154,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,4154
97404000AL1601,L'Étang-Salé,31.42086657479618,2,,Absent,f,,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,4157
97422000AP1216,Le Tampon,7.724542700595436,1,,Absent,f,f,servie,bâtie 8 % — servie (bâti marginal),brulante,4160
97416000HY1560,Saint-Pierre,40.371672678005815,3,,Absent,f,f,saturee,"bâtie saturée — ratio 40 % (emprise 229 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,4169
